label	message
spam	dear uve been invited to xchat this is our final attempt to contact u txt chat to
ham	i am thinking of going down to reg for pract lessons flung my advance haha wat time u going
spam	updatenow mths half price orange line rental minscall mobileupd on or calloptoutjq
ham	i career tel have added u as a contact on indyarockscom to send free sms to remove from phonebook sms no to ltgt
ham	we are at grandmas oh dear u still ill i felt shit this morning but i think i am just hungover another night then we leave on sat
ham	what happen dear why you silent i am tensed
spam	cashbincouk get lots of cash this weekend wwwcashbincouk dear welcome to the weekend we have got our biggest and best ever cash give away these
ham	i remet alex nichols from middle school and it turns out hes dealing
ham	sitting in mu waiting for everyone to get out of my suite so i can take a shower
ham	why you dint come with us
spam	camera you are awarded a sipix digital camera call fromm landline delivery within days
spam	urgent ur awarded a complimentary trip to eurodisinc trav acoentry or to claim txt dis to morefrmmob shracomorsglsuplt ls aj
ham	yes princess toledo
ham	r u sam p in eachother if we meet we can go my house
ham	thank you so much when we skyped wit kz and sura we didnt get the pleasure of your company hope you are good weve given you ultimatum oh we are countin down to aburo enjoy this is the message i sent days ago
ham	no my mum went dentist
ham	pls send me your address sir
ham	here got ur favorite oyster n got my favorite sashimi ok lar i dun say already wait ur stomach start rumbling
ham	oh u must have taken your real valentine out shopping first
spam	and are premium phone services call
ham	i dont want you to leave but im barely doing what i can to stay sane fighting with you constantly isnt helping
ham	did he just say somebody is named tampa
ham	noi got rumour that you going to buy apartment in chennai
ham	your account has been refilled successfully by inr ltdecimalgt your keralacircle prepaid account balance is rs ltdecimalgt your transaction id is kr ltgt
ham	i know where the ltgt is ill be there around
ham	come lt n pass to me lar
ham	r comin back for dinner
ham	sir goodmorning once free call me
ham	great escape i fancy the bridge but needs her lager see you tomo
ham	in xam hall boy asked girl tell me the starting term for dis answer i can den manage on my own after lot of hesitation n lookin around silently she said the intha ponnungale ipaditan
ham	heart is empty without love mind is empty without wisdom eyes r empty without dreams amp life is empty without frnds so alwys be in touch good night amp sweet dreams
ham	helloooo wake up sweet morning welcomes you enjoy this day with full of joy gud mrng
ham	daddy shu shu is looking u u wan me tell him ure not in singapore or wat
ham	okok okthenwhats ur todays plan
ham	now project pa after that only i can come
ham	havent stuck at orchard in my dads car going dinner now u leh so r they free tonight
ham	i call you later dont have network if urgnt sms me
spam	ur cashbalance is currently pounds to maximize ur cashin now send collect to only pmsg cc po box tcrw
ham	reason is if the team budget is available at last they buy the unsold players for at base rate
ham	good morning princess how are you
ham	yeshere tv is always available in work place
ham	thank you meet you monday
ham	we can make a baby in yo tho
ham	aight text me when youre back at mu and ill swing by need somebody to get the door for me
ham	thats not v romantic
ham	gibbs unsoldmike hussey
ham	thats cool i am a gentleman and will treat you with dignity and respect
spam	urgent your mobile no was awarded a bonus caller prize on this is our nd attempt to contact you call boxqu
ham	hey now am free you can call me
ham	are your freezing are you home yet will you remember to kiss your mom in the morning do you love me do you think of me are you missing me yet
ham	then ur sis how
spam	freemsg hey im buffy and love to satisfy men home alone feeling randy reply c my pix qlynnbv helpp a msg send stop to stop txts
ham	it means u could not keep ur words
spam	do you want a new nokia i colour phone deliveredtomorrow with free minutes to any mobile free texts free camcorder reply or call
spam	eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to now chance win cash wkentp
ham	your opinion about me over jada kusruthi lovable silent spl character not matured stylish simple pls reply
ham	maybe say hi to and find out if got his card great escape or wetherspoons
ham	oh rite well im with my best mate pete who i went out with a week now were geva again its been longer than a week
ham	sure if i get an acknowledgement from you that its astoundingly tactless and generally faggy to demand a blood oath fo
ham	ok lor but not too early me still having project meeting now
ham	you still coming tonight
ham	send me the new number
ham	cool so how come you havent been wined and dined before
spam	updatenow xmas offer latest motorola sonyericsson nokia free bluetooth double mins txt on orange call mobileupd on or calloptoutfq
ham	how are you doing hows the queen are you going for the royal wedding
ham	yo you around just got my car back
ham	wats da model num of ur phone
ham	wot student discount can u get on books
ham	err cud do im going to at pm i havent got a way to contact him until then
spam	sms ac sptv the new jersey devils and the detroit red wings play ice hockey correct or incorrect end reply end sptv
spam	private your account statement for shows unredeemed s i m points call identifier code expires
ham	hi wlcome back did wonder if you got eaten by a lion or something nothing much
ham	so can collect ur laptop
ham	prakesh is there know
spam	eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to now chance win cash wkentp
